102  2  2  1  2  2  2  2  1  1  1  1  2  1  1  1  1  1  2  1  2  
103  2  1  1  2  2  2  1  1  1  2  1  2  2  1  1  2  1  1  1  1  
104  2  2  2  1  2  2  1  1  2  2  1  2  1  1  2  2  1  1  1  2  
105  2  2  1  2  1  2  1  1  1  2  2  1  1  2  2  2  2  1  2  1  
106  1  1  1  2  2  2  1  1  1  1  1  2  2  2  2  2  2  2  2  1  
107  2  2  1  2  1  2  1  2  2  2  1  2  1  1  2  2  1  1  2  1  
108  2  2  1  2  1  1  1  2  2  1  2  1  1  1  1  1  2  1  1  2  
109  2  1  1  1  1  2  1  2  1  1  2  1  1  1  2  1  2  1  1  2  
110  1  1  2  2  2  2  1  2  1  1  2  2  2  1  2  1  2  1  1  2  
111  1  1  1  1  1  2  2  2  2  2  2  1  1  2  1  1  1  2  2  2  
112  1  2  2  1  2  1  1  2  2  2  2  1  1  2  2  1  1  2  1  1  
113  2  2  2  1  1  1  2  2  1  1  2  1  2  1  2  2  2  1  1  1  
114  1  2  1  2  1  2  2  1  2  1  1  1  1  2  1  1  2  1  2  1  
115  1  2  1  2  1  2  2  1  2  1  1  2  1  1  1  1  2  1  2  1  
116  2  1  2  2  1  1  1  2  2  1  2  1  2  2  1  1  1  1  2  2  
117  2  2  2  1  2  1  2  1  1  1  2  2  2  1  2  2  2  1  2  1  
118  1  1  1  1  2  1  1  2  2  1  2  1  1  1  1  1  2  1  1  1  
119  2  2  1  2  1  2  2  2  2  1  1  2  1  1  2  2  1  1  2  2  
120  1  2  1  1  1  2  2  1  2  1  1  2  2  2  1  1  2  1  2  1  
121  1  1  2  1  2  1  2  2  1  1  1  1  1  1  2  1  1  2  1  1  
122  2  1  2  2  2  2  2  1  1  2  2  1  2  1  1  2  2  1  1  2  
123  1  1  1  1  1  2  2  2  2  1  2  1  1  2  1  2  1  2  2  2  
124  2  2  1  2  1  1  2  1  1  2  1  1  2  1  2  1  1  2  1  2  
125  2  1  1  2  2  1  2  1  1  1  1  1  1  2  2  1  1  2  2  2  
126  2  1  2  2  2  2  2  1  2  1  1  2  2  1  1  2  1  1  1  2  
127  2  2  2  1  2  1  1  2  2  2  1  2  1  2  2  1  2  1  2  2  
128  1  1  1  2  2  2  1  1  1  1  1  2  1  2  2  1  2  2  2  2  
129  2  1  1  2  2  2  2  2  1  1  2  2  2  1  1  2  1  1  1  2  
130  1  1  1  1  2  1  1  2  1  1  2  1  1  1  2  1  2  1  2  2  
131  2  2  2  2  2  1  2  1  2  2  1  1  2  2  2  1  1  2  2  2  
132  2  1  2  2  2  2  1  2  1  1  2  2  2  1  1  1  2  1  1  1  
133  2  2  1  1  2  1  2  2  2  2  1  2  2  2  2  1  2  1  1  2  
134  1  1  1  1  2  1  1  2  2  1  2  1  1  2  1  1  1  1  1  2  
135  2  2  1  2  1  2  2  2  2  1  1  2  1  1  2  2  1  1  2  2  
136  2  1  2  2  1  2  1  2  1  1  2  1  2  2  1  1  1  1  2  2  
137  1  2  1  2  1  1  1  1  1  1  2  1  1  2  2  2  2  1  2  1  
138  1  1  2  1  2  2  2  1  2  2  1  2  2  1  2  2  1  1  2  2  
139  2  1  2  1  1  1  1  2  2  2  2  2  2  2  1  2  1  1  1  1  
140  2  2  1  2  2  2  2  2  1  2  2  1  2  2  2  1  1  2  2  2  
141  2  2  1  2  1  1  1  2  2  2  2  2  1  1  2  2  2  2  2  1  
142  1  1  1  1  1  1  2  1  2  2  2  1  2  2  1  2  1  1  1  2  
143  1  2  1  2  1  2  1  2  1  1  1  2  1  2  2  2  1  2  1  1  
144  1  1  1  1  1  2  2  1  2  1  2  2  1  2  1  2  1  2  2  2  
145  2  2  2  1  2  2  1  1  1  2  2  2  1  1  2  1  1  1  1  2  
146  2  1  2  2  2  2  2  2  2  2  2  2  2  2  1  1  2  2  1  1  
147  1  2  1  1  2  2  2  2  2  2  1  2  2  2  2  1  2  1  2  1  
148  1  1  1  1  1  2  2  2  2  1  2  1  1  2  2  2  2  2  2  2  
149  2  1  2  1  1  2  1  1  1  1  1  1  2  2  1  2  1  1  2  1  
150  1  2  2  1  2  1  1  2  2  2  1  2  2  2  1  1  2  1  2  2  
151  1  1  2  1  1  2  1  2  1  2  1  1  2  2  2  2  1  1  1  1  
152  1  1  1  2  2  2  1  1  1  1  1  2  2  2  2  2  2  2  1  1  
153  1  2  1  1  2  1  1  2  1  1  2  1  2  1  2  1  2  2  1  2  
154  2  2  1  2  2  2  1  1  1  2  1  2  1  2  1  1  1  2  2  2  
155  2  2  2  2  1  1  2  2  1  2  2  2  1  1  1  2  2  2  1  1  
156  1  1  1  1  2  2  1  2  2  2  1  2  2  2  2  2  2  2  2  1  
157  1  1  2  1  2  1  2  2  2  2  1  2  2  2  1  2  2  2  2  2  
158  1  2  1  2  2  2  2  1  1  2  1  2  2  2  2  2  2  2  1  1  
159  1  1  2  1  1  2  1  1  1  1  1  1  2  2  1  2  1  1  1  1  
160  1  2  1  2  1  1  2  2  2  1  1  2  1  1  1  1  2  1  2  1  
161  2  1  2  2  2  1  2  2  2  2  2  2  2  2  2  2  1  2  1  1  
162  2  2  1  2  1  2  1  2  2  1  1  2  1  1  2  2  2  2  2  2  
163  1  2  2  1  2  1  1  1  1  2  1  1  2  2  2  1  2  1  1  2  
164  2  2  1  1  1  1  2  2  1  2  2  1  1  1  1  2  2  2  2  1  
165  1  1  1  2  1  2  1  1  1  1  1  2  1  2  2  1  2  2  1  1  
166  1  1  1  1  1  2  2  2  2  1  2  2  1  2  1  2  1  2  2  2  
167  1  2  1  2  1  2  2  2  2  2  1  2  1  1  1  1  2  2  2  1  
168  1  1  1  1  1  2  2  2  2  1  2  1  1  2  1  2  1  2  2  2  
169  1  1  1  1  2  2  2  2  2  1  2  1  1  2  1  2  1  2  2  2  
170  1  2  1  2  1  2  1  2  1  1  1  2  1  2  1  2  2  2  1  1  
171  1  1  1  2  2  2  1  1  1  2  1  1  2  2  2  1  1  2  1  1  
172  1  2  2  1  2  2  1  2  2  2  2  1  1  2  1  1  1  2  1  2  
173  1  1  2  2  2  2  1  2  2  1  2  2  2  1  2  1  2  1  1  2  
174  1  1  2  1  1  2  1  1  1  2  2  1  2  2  1  2  1  1  2  1  
175  2  2  2  1  2  2  1  1  2  2  2  2  1  1  2  1  1  1  1  2  
176  2  2  1  2  2  1  2  1  1  1  1  1  2  1  2  1  1  2  2  2  
177  1  2  2  1  2  1  1  2  1  2  2  1  1  1  1  1  1  2  1  2  
178  2  1  1  2  1  1  1  1  2  1  1  1  1  1  2  2  1  1  2  2  
179  2  1  2  2  2  1  2  1  2  2  1  2  2  2  1  1  2  2  2  2  
180  2  1  2  2  1  1  1  2  1  1  2  1  2  2  1  1  1  1  2  2  
181  2  1  2  2  1  1  1  2  1  2  2  1  1  2  1  1  1  1  1  2  
182  1  1  1  1  1  1  2  1  1  2  2  1  1  2  1  2  1  1  2  2  
183  1  2  1  2  1  2  2  1  2  1  1  2  1  1  1  2  2  1  1  1  
184  1  2  2  2  1  2  1  1  2  2  1  2  1  1  1  1  1  2  2  1  
185  2  2  2  2  1  1  2  2  2  2  1  2  2  2  2  2  1  2  1  1  
186  1  1  2  1  2  1  2  2  2  1  1  1  2  1  2  1  2  2  1  1  
187  1  2  1  2  1  1  1  1  2  1  2  1  2  2  2  2  2  2  1  1  
188  2  2  1  2  2  1  1  1  1  1  2  1  1  1  2  1  2  1  1  1  
189  2  2  2  2  1  2  2  2  2  1  2  1  1  1  1  2  1  1  1  1  
190  1  1  2  1  2  1  2  1  1  2  1  1  1  1  2  1  1  2  1  1  
191  2  2  2  1  2  2  1  1  2  2  1  2  2  2  2  2  2  2  2  2  
192  1  2  2  1  1  1  2  2  1  1  2  2  2  1  2  2  2  1  2  1  
193  2  2  1  2  1  2  1  2  2  1  2  1  1  1  2  1  2  1  1  2  
194  1  2  2  2  1  2  2  1  2  2  2  2  2  1  1  1  1  2  2  1  
195  2  2  2  1  2  1  1  2  2  2  1  2  2  2  2  1  2  1  2  2  
196  1  2  1  1  2  1  2  1  1  2  1  1  2  2  1  2  2  2  1  1  
197  2  2  1  1  1  1  1  2  2  2  1  1  1  1  1  2  2  2  2  1  
198  2  1  2  2  2  1  1  2  2  2  1  2  2  2  2  1  2  1  2  2  
199  1  2  2  2  2  2  2  1  2  2  2  1  1  1  1  2  1  1  1  1  
200  2  2  2  1  2  1  1  1  2  2  1  2  1  1  2  1  2  2  2  2  
201  2  2  1  1  2  1  1  2  1  2  1  2  2  2  2  1  2  2  2  1  
202  1  2  2  2  1  2  2  2  2  2  1  1  1  1  1  2  1  2  1  1  
203  2  1  2  2  2  2  1  2  1  1  2  2  2  1  2  1  2  2  1  2  
204  1  1  1  2  2  1  2  2  2  2  1  2  2  2  1  1  2  2  2  2  
205  2  1  2  2  2  2  2  1  1  2  2  1  2  1  1  2  2  1  1  2  
206  1  1  2  1  2  1  1  2  2  2  2  2  2  2  1  1  2  2  2  2  
207  1  1  1  2  1  1  2  1  2  2  2  1  2  2  1  2  1  2  2  1  
208  2  2  1  1  2  2  2  1  1  2  2  1  2  1  1  2  2  2  1  1  
209  1  1  1  2  2  2  1  1  1  1  1  2  1  2  2  2  2  2  2  1  
210  2  1  2  1  2  2  1  1  2  2  2  2  2  1  2  1  2  2  2  2  
211  1  1  2  2  1  1  2  2  1  1  1  2  1  1  2  1  2  1  2  2  
212  1  1  2  2  2  2  1  2  1  1  2  2  2  1  2  1  2  2  1  2  
213  2  2  1  2  1  2  2  1  2  1  2  2  1  1  2  1  2  2  2  1  
214  1  2  2  1  1  2  1  1  1  1  1  1  2  2  1  1  2  2  2  2  
215  1  1  1  2  1  1  2  1  1  2  2  1  2  2  1  1  1  1  1  2  
216  2  2  2  1  2  1  1  2  2  2  1  2  2  2  2  1  1  2  2  2  
217  2  2  2  2  2  2  1  2  2  2  1  2  2  2  2  1  2  2  2  2  
218  2  1  1  2  2  2  2  1  1  1  1  2  2  1  2  2  1  1  2  2  
219  1  2  1  2  1  2  2  2  2  1  1  2  1  1  2  2  1  1  2  1  
220  1  2  2  1  2  2  2  1  2  2  1  2  2  1  2  1  1  1  2  1  
221  2  2  2  1  2  1  1  2  2  2  1  1  2  2  2  1  1  1  2  2  
222  2  1  2  1  1  1  2  2  2  2  2  2  2  2  1  2  1  2  1  1  
223  2  2  1  2  1  1  2  1  1  1  1  2  1  2  2  2  2  1  2  2  
224  2  2  2  1  1  1  2  1  2  2  1  1  1  1  1  2  2  2  2  1  
225  1  2  1  2  2  2  1  1  1  1  1  2  2  2  2  1  2  2  2  1  
226  2  2  1  2  1  1  1  1  1  1  1  1  1  2  2  2  2  1  2  2  
227  2  2  1  1  2  1  1  2  2  2  1  2  1  2  2  1  2  1  2  1  
228  1  2  2  1  2  1  1  2  2  2  2  2  1  1  1  1  1  2  1  2  
229  1  2  2  1  1  1  1  2  2  2  2  1  1  2  1  1  1  2  1  2  
230  1  2  2  1  2  2  2  2  1  2  1  1  1  2  2  2  1  2  1  1  
231  2  2  1  2  1  1  1  1  1  1  2  1  1  1  1  2  2  1  2  1  
232  2  2  2  2  2  1  1  2  2  2  2  2  2  2  2  2  2  1  2  2  
233  1  1  1  2  1  2  2  2  2  1  2  1  1  2  1  2  1  2  2  2  
234  2  1  2  1  2  2  1  1  2  2  2  2  2  1  2  1  1  1  1  2  
235  1  2  1  1  2  2  2  1  2  2  1  2  2  2  1  2  2  2  2  1  
236  2  2  1  2  2  2  2  2  2  1  1  2  2  1  1  2  1  1  2  2  
237  2  2  1  1  2  1  2  1  1  1  1  1  2  1  1  1  2  2  1  1  
238  1  2  1  1  1  1  2  1  2  2  2  1  2  2  1  2  1  2  1  2  
239  1  2  1  1  1  2  1  2  2  1  2  1  1  2  1  2  1  1  1  2  
240  1  1  2  1  1  1  1  1  2  2  2  1  2  2  1  1  1  2  1  2  
241  1  1  1  2  1  2  1  2  2  2  2  2  1  1  1  1  1  2  2  1  
242  1  2  1  1  2  2  1  2  1  1  1  2  2  1  2  1  2  1  1  2  
243  2  2  1  2  2  1  2  1  1  2  1  1  2  1  2  1  1  2  2  2  
244  1  1  1  2  2  2  1  1  1  1  1  2  2  2  2  1  2  1  2  2  
245  1  1  1  1  2  1  1  2  1  1  2  1  1  1  2  2  2  1  1  1  
246  1  2  2  2  1  1  1  2  1  1  2  1  2  2  1  1  1  1  2  2  
247  2  2  1  2  1  1  1  1  1  1  2  1  1  2  1  2  2  1  2  1  
248  2  1  2  2  1  1  1  1  1  1  2  2  2  2  2  1  1  1  2  1  
249  2  2  2  2  1  1  1  1  2  1  2  1  1  2  2  2  2  1  2  1  
250  2  1  2  1  2  1  2  2  2  1  2  2  1  2  1  2  1  2  1  1  
251  2  1  1  1  2  1  2  2  1  1  1  1  1  1  2  1  2  2  1  1  
252  2  1  1  2  2  2  1  1  1  1  1  1  2  1  1  2  1  1  1  1  
253  1  1  1  2  2  2  1  2  2  1  1  2  2  2  2  2  2  1  1  1  
254  2  1  1  2  2  2  2  1  1  1  1  2  2  1  1  1  1  2  1  1  
255  2  2  2  1  2  1  1  2  2  2  2  2  1  2  1  1  2  1  2  2  
256  1  1  1  2  1  2  1  1  1  1  1  2  1  2  2  2  2  2  2  2  
257  1  1  2  2  2  2  1  2  1  1  2  2  2  1  2  1  2  1  1  2  
258  1  1  2  1  1  1  2  2  2  2  2  2  2  2  1  1  1  2  1  1  
259  1  1  2  1  2  1  1  2  1  2  2  1  1  1  2  1  1  2  2  1  
260  1  1  1  1  1  1  2  1  2  2  1  1  2  2  1  2  1  2  2  2  
261  1  1  1  1  2  1  2  1  1  2  1  1  2  2  2  1  2  2  2  1  
262  1  2  1  2  2  2  2  1  2  1  1  2  1  1  1  1  2  1  2  1  
263  1  1  1  2  1  2  1  1  1  1  1  2  1  2  2  1  2  2  2  2  
264  2  2  2  2  1  2  2  2  2  1  1  1  2  1  1  2  1  1  1  1  
265  2  2  2  2  1  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  
266  1  2  1  2  1  2  1  2  1  1  1  2  1  2  2  2  1  2  1  1  
267  2  1  1  1  1  2  1  2  2  2  1  1  1  1  1  2  2  2  1  1  
268  2  2  2  1  2  1  2  2  1  1  2  2  1  1  2  2  2  1  2  2  
269  2  1  2  1  2  1  1  1  2  2  1  2  2  2  2  1  2  1  2  2  
270  2  2  1  2  1  2  2  2  2  1  1  2  1  1  2  2  1  2  2  2  
271  1  2  2  2  2  2  2  2  2  2  1  2  1  1  2  1  2  2  2  1  
272  1  1  2  1  2  1  2  2  1  1  1  2  1  1  1  1  1  2  1  2  
273  2  2  2  1  2  1  1  2  2  2  1  2  2  2  2  1  2  1  2  2  
274  1  1  1  2  2  2  1  1  1  1  1  2  2  2  2  2  2  2  1  1  
275  2  2  2  1  1  1  1  1  2  2  1  2  2  2  1  1  2  1  2  2  
276  1  1  1  1  2  2  1  1  2  2  1  2  2  2  2  2  2  2  1  1  
277  1  1  1  1  2  1  1  2  2  1  2  1  1  2  2  1  2  1  1  1  
278  1  1  1  1  1  2  2  2  2  1  1  1  1  2  1  2  1  2  2  1  
279  1  2  1  2  1  2  1  2  1  2  1  1  1  2  2  2  2  2  1  1  
280  1  1  1  1  1  2  2  2  2  1  2  1  1  2  1  2  1  2  2  1  
281  1  2  1  2  1  2  2  2  2  1  1  1  1  1  2  2  1  1  2  2  
282  2  1  1  2  1  1  1  2  1  1  2  1  2  2  1  1  1  1  2  2  
283  2  2  2  1  2  1  1  2  2  2  1  2  2  2  2  2  2  1  1  1  
284  2  2  1  1  2  2  1  1  1  2  2  2  1  1  2  1  1  1  1  2  
285  1  1  1  2  1  2  1  1  1  1  1  2  1  2  2  1  2  2  2  2  
286  2  2  1  2  1  1  1  2  1  1  2  1  1  2  2  2  2  1  2  1  
287  1  1  2  2  1  2  1  2  1  1  2  1  2  2  1  2  2  1  1  2  
288  2  2  1  2  1  2  2  2  2  2  2  1  1  1  1  2  2  1  1  2  
289  1  1  2  1  2  2  2  1  2  2  2  2  2  1  2  1  1  1  2  2  
290  1  2  2  2  1  2  1  1  2  2  2  2  1  1  1  2  1  2  1  1  
291  2  2  1  1  1  1  1  2  2  2  1  1  1  1  1  2  1  2  2  2  
292  1  1  1  1  1  2  2  2  2  1  2  2  1  1  1  2  1  1  2  2  
293  2  1  1  1  2  1  2  1  1  1  1  2  2  2  1  1  1  1  1  2  
294  2  2  2  1  2  1  2  2  1  1  2  2  2  1  2  2  2  1  2  1  
295  2  1  1  2  2  2  2  1  2  1  1  2  2  1  1  2  1  1  1  2  
296  1  2  1  1  2  2  1  2  2  2  1  1  1  2  1  2  2  2  2  1  
297  2  1  2  1  1  2  1  2  1  1  2  1  2  2  1  1  1  1  2  2  
298  2  2  1  2  1  2  2  2  1  1  2  2  1  1  2  2  1  1  2  2  
299  1  2  1  1  2  2  1  1  2  2  1  2  2  2  1  2  2  1  2  1  
300  2  2  2  2  2  1  2  2  2  1  2  2  2  2  2  2  2  1  2  1  
301  2  2  2  2  1  1  1  2  2  1  2  1  1  1  1  1  2  1  1  2  
302  2  1  1  1  2  1  2  1  1  1  1  1  1  1  1  1  2  1  1  1  
303  1  2  2  2  1  2  2  1  1  1  1  2  1  1  1  1  2  1  2  1  
304  2  2  1  1  2  1  2  2  1  2  1  1  1  1  1  1  2  2  1  1  
305  2  1  1  2  1  1  1  1  1  1  2  1  2  2  2  2  2  1  1  1  
306  2  1  2  2  1  1  1  1  1  1  2  1  2  2  1  1  1  1  2  2  
307  2  1  1  2  1  1  1  1  1  1  2  1  1  2  1  2  2  1  2  1  
308  1  1  1  2  2  1  1  1  1  2  1  2  2  2  2  2  2  2  1  1  
309  2  2  2  1  2  1  2  1  1  2  1  1  2  1  1  1  2  2  1  1  
310  2  1  2  1  1  2  1  2  1  2  1  1  2  2  1  2  1  1  2  1  
311  1  1  1  1  2  1  1  2  1  1  2  1  1  1  2  1  2  1  1  1  
312  1  1  2  2  1  2  1  1  2  2  2  2  1  1  1  2  1  2  2  1  
313  2  2  1  1  2  1  2  2  2  1  2  1  2  1  2  2  2  1  2  1  
314  1  1  1  1  2  1  1  2  1  1  2  1  1  1  2  1  2  1  2  1  
315  1  2  2  1  1  2  2  2  2  1  2  1  1  1  1  2  2  2  2  2  
316  2  2  1  2  1  1  1  2  1  1  2  1  1  1  1  1  2  2  1  2  
317  1  2  1  1  2  2  2  1  1  2  1  2  2  1  2  1  1  2  2  2  
318  1  2  1  2  1  2  1  2  1  1  1  2  2  1  2  2  1  2  1  1  
319  1  1  2  2  2  2  2  1  2  2  1  2  2  1  2  1  1  2  2  1  
320  1  2  1  2  1  1  1  1  1  2  2  1  2  2  2  2  2  1  2  1  
321  1  2  1  2  1  2  2  1  2  1  1  2  1  1  1  1  2  1  2  1  
322  1  1  1  2  2  2  2  1  2  2  1  1  1  1  2  1  2  2  2  2  
323  2  2  2  2  1  2  2  2  2  2  2  1  1  2  1  2  1  1  1  1  
324  1  2  2  1  2  1  2  2  1  1  2  2  2  1  2  2  2  1  1  1  
325  1  1  2  1  1  2  1  1  1  2  1  1  2  2  1  2  2  1  2  1  
